MOOD,MOOD_NOTE,support_message
marah,Aku bisa merasakan otot betisku mulai terasa pegal dan aku mengalami kram di sekitar tulang rusukku.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
marah,"Aku tahu itu tidak akan menyelesaikan apa pun, tetapi aku yakin itu pasti akan membuatku merasa sedikit lebih tenang untuk sementara waktu.","Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
marah,"Aku berjalan-jalan sambil merasa sangat tersiksa karena aku telah menghabiskan begitu banyak waktu untuk mengerjakannya dan masih belum selesai, tetapi aku telah mempelajari beberapa hal.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
cemas,Saya bisa memahami perasaan ragu-ragu tentang tautan ABC.,"Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
marah,"Saya lebih kesal dengan penyampaian informasi yang bertele-tele karena membuat buku terlalu panjang, tetapi saya merasa akan kehilangan sesuatu jika melewatkannya, yang membuat saya lebih kesal lagi.","Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
marah,Aku punya firasat aku akan menjadi orang yang tidak berperasaan.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
cemas,Aku harus mengakui aku merasa cukup kewalahan.,"Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,"Saya merasa seperti pria di foto di atas, sedikit kewalahan dan kekurangan waktu, tetapi sangat senang bisa membuat karya baru dan mempersiapkan bungalow kecil saya di Florida untuk tamu Thanksgiving akhir pekan ini.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
cemas,"Saat saya memeriksa sampel gandum, saya mulai merasa bahwa saya adalah karakter yang mencurigakan.","Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
marah,Saya sering merasa tersinggung ketika mendengar orang-orang yang saya anggap sebagai orang-orang yang cerdas mengikuti apa yang saya anggap sebagai takhayul aneh dan ritual ganjil.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
cemas,Aku ingat bangun tidur dengan perasaan cemas dan bersemangat untuk membaca Alkitab. Sungguh menakjubkan bagaimana Tuhan akan mengubah keinginanmu.,"Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
cemas,"Jika saya mengalami kebuntuan menulis atau merasa terlalu khawatir untuk menulis adegan berikutnya, saya menyalin dan menempel bagian yang sedang saya tulis ke dokumen baru agar saya dapat menulis dengan bebas tanpa merasa bahwa bagian tersebut sudah terpatri dalam manuskrip yang tersimpan.","Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
marah,Aku meluangkan waktu sejenak untuk mengagumi pepohonan di sekitarku dan energi menenangkan yang mereka berikan padaku di saat aku merasa sedikit mudah tersinggung.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
cemas,"Aku masih merasa lemah, mungkin aku akan melompat-lompat lagi.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
cemas,"Aku harus melakukan ini, itu, dan yang lainnya untuk kuliah sebelum tanggal sekian karena selama empat tahun terakhir aku selalu merasa perlu melakukan sesuatu yang berhubungan dengan kuliah dan sekarang aku tidak perlu lagi, tapi aku masih merasakannya. Ini sangat aneh, aku bahkan merasa hampir bersalah.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
marah,"Aku menjauh, dia mengatakan sesuatu yang membuatku merasa ingin melakukan kekerasan, tapi itu sesuatu yang sampai sekarang masih belum bisa kupahami.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,Aku merasa komentar itu sangat tidak sopan dan aku senang bahwa...,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,Aku hanya merasa kesal dan sedih.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
marah,Aku merasa judes tapi belum menyerah,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
marah,"""Aku tahu bagaimana rasanya,"" tegasnya sambil menatapnya tajam saat wanita itu memeras lebih banyak sabun ke sponsnya.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
cemas,Aku hanya tahu bahwa awalnya aku akan merasa malu tentang hal itu.,"Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
marah,"Aku rasanya ingin memukul mata seseorang dan meludahinya, terutama mata seorang nenek tua yang cerewet. Aku mencoba menghibur diriku sendiri.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
marah,Aku merasakan MMF dan aku malas melawannya.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,"Aku tahu ini sangat sulit, terutama ketika kamu merasa telah diperlakukan tidak adil.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,"Terkadang aku merasa seperti manusia kaleng yang tak berperasaan, terkadang seperti singa yang pengecut, tetapi aku benar-benar ingin percaya bahwa ada href http www","Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
cemas,Aku merasa sangat aneh hari ini,"Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,Aku juga merasa sedikit gelisah.,"Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
marah,"Aku sebenarnya bisa memahami, tapi maaf aku harus meluapkan perasaanku karena aku sangat kesal dan semuanya membuatku jengkel.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,"Aku punya firasat akan ada banyak kutipan sarkastik di postingan ini dan postingan selanjutnya tentang dia, astaga.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,"Aku merasa sangat jijik, dilecehkan, terluka, marah, dan semuanya campur aduk.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
marah,Aku bilang padanya bahwa aku bangun dengan perasaan marah karena aku seorang wanita dan kemungkinan besar aku akan selalu khawatir akan diperkosa.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
marah,Saya tidak merasa terburu-buru.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,Aku merasa sedikit iri pada diriku yang lebih muda. Dulu aku dalam kondisi fisik yang prima untuk berlari saat muda dan memiliki seluruh hidupku di depanku.,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,Aku merasa dia sedikit marah padaku.,"Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
cemas,Berat badanku bertambah dan aku merasa sangat tidak percaya diri dengan penampilanku.,"Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
marah,Aku merasa lebih kacau daripada tadi malam.,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
marah,"Aku bisa merasakan ledakan dahsyat di seluruh tubuhnya dihantam guntur, keinginan yang sama, api menyala dengan sangat cepat.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
marah,Aku tidak menangis di pojok atau merasa sangat kesal dan kehilangan kendali sampai tidak bisa mengatasinya.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,Aku merasa kedinginan di,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,saat saya melakukan penelitian beberapa bulan yang lalu,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
marah,Aku tidak merasa terlalu picik karena menangis gara-gara masalah kulit.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,"Aku merasa tersinggung karena mengatakan bahwa yang sebenarnya lebih besar daripada manusia, kau benar-benar seperti kotoran sapi.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
cemas,"Saya menjalankan pemindaian komputer lengkap dengan antivirus Avast saya dan tidak menemukan virus apa pun, namun saya masih merasa agak paranoid tentang program-program ini.","Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,"Saya pribadi merasa sedikit cemas karena kita akan tinggal selama ini, tetapi saya tahu kita perlu melakukan ini.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,"Aku tahu ada banyak hal terkait hormon yang terjadi di tubuhku juga, tetapi tangisan yang tak terkendali itu tetap berasal dari perasaan sangat tidak yakin tentang segalanya.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
marah,"Aku memiliki banyak perasaan cinta dan kehangatan untuknya, tetapi terkadang aku berpikir aku telah menyiksanya.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
cemas,"Aku merasa sangat takut, bagaimana jika teman-temanku menertawakanku? Bagaimana jika Pak Guru terlalu keras? Bagaimana jika...?","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
marah,"Saya merasa tersinggung, seolah-olah dia merasa tidak perlu lagi bekerja untuk mendapatkan uang saya. Dia bisa menerbitkan apa saja, orang akan membelinya, dan radio akan menemukan sesuatu untuk diputar hanya karena itu dia.","Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,"Maksudku, aku merasa seperti perempuan menyebalkan dan kurang ajar karena mengakui ini, tapi aku sering mendapat pesan dari cowok di MySpace selama seminggu.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,Saya sering merasa tersinggung ketika penggemar lain mengira saya menamai putra saya Joshua seperti Joshua di serial Josh Groban.,"Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
marah,"Saya rasa pengalaman saya bermain taiko selama ini menjadi akar dari perasaan tidak puas dan agak tidak bahagia saya akhir-akhir ini, tetapi ada sesuatu lain yang belum bisa saya jelaskan.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,"Saya menduga buku ini akan sangat menarik bagi pembaca Kristen, tetapi sebagai seorang ateis, saya akhirnya merasa tersinggung oleh pesan keagamaan dan cara buku ini membahas topik tersebut.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
